"","Title","Author","Year","URL","Booktitle"
"7170","REMAP: Using Rule Mining and Multi-objective Search for Dynamic Test Case Prioritization","Schneider, M.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85040732726&partnerID=40&md5=2b12aa86342209c780d481a0a218989a","Proceedings of the 19th International Conference on Artificial Intelligence and Statistics, AISTATS 2016"
"7171","Speeding up Mutation Testing via Regression Test Selection: An Extensive Study","Xue, T., Ying, S., Jia, X.-Y.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84956700267&partnerID=40&md5=be9a31a3b8077c79c758a1b2c24ec89f","Journal of Computers (Taiwan)"
"7172","Behavioral Fault Localization by Sampling Suspicious Dynamic Control Flow Subgraphs","Sexton, J., Storlie, C., Anderson, B.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84950236042&partnerID=40&md5=bd09a687f563faddac66b725a858be14","Journal of Computer Virology and Hacking Techniques"
"7173","Approximate Transformations as Mutation Operators","Shen, S., Chi, M.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85072296355&partnerID=40&md5=5eaaad334f32baaf359f57ceedf7527c","Proceedings of the 9th International Conference on Educational Data Mining, EDM 2016"
"7174","Marginal release under local differential privacy","Song, J., Oyama, S., Sato, H., Kurihara, M.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84978701137&partnerID=40&md5=a849efb3aa9e76f4b4327fcb803b590c","Lecture Notes in Engineering and Computer Science"
"7175","T3 @SBST2018 benchmark, and how much we can get from asemantical testing","Mitra, S., Das, D.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85020015337&partnerID=40&md5=f00cadf85d01e906d0094667e2414e2c","Proceedings of the 2016 2nd International Conference on Contemporary Computing and Informatics, IC3I 2016"
"7176","Using controlled numbers of real faults and mutants to empirically evaluate coverage-based test case prioritization","Litz, H., Braun, B., Cheriton, D.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84989282641&partnerID=40&md5=c34c3378b1912e7f1ec82dd33ace18b8","Parallel Architectures and Compilation Techniques - Conference Proceedings, PACT"
"7177","Detecting and characterizing developer behavior following opportunistic reuse of code snippets from the web","Akinlabi, E.T., Akinlabi, S.A.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84994200675&partnerID=40&md5=a5f91436a347149f56e555324061c9ae","Lecture Notes in Engineering and Computer Science"
"7178","Test suite reduction for self-organizing systems: A mutation-based approach","Zhu, M., Liu, S., Jiang, J.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84994805546&partnerID=40&md5=d2b1e81685ba7f252a7869dbe211a539","International Journal of Computers, Communications and Control"
"7179","Search-based optimization for the testing resource allocation problem: Research trends and opportunities","Arabi Naree, S., Parsa, S.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85015652796&partnerID=40&md5=d5b7c117dfa1cb3c084b1084da565515","Computing and Informatics"
"7180","Overcoming language dichotomies: Toward effective program comprehension for mobile app development","Hämäläinen, W.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84944170780&partnerID=40&md5=dd0abf184dc0e138476d037f1734c00a","Computational Statistics and Data Analysis"
"7181","The detection of the spectrum sensing data falsification attack in cognitive radio ad hoc networks","Torrecilla, J.L., Suárez, A.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85018898730&partnerID=40&md5=325047a31f8b9e238c76a05478ad20e7","Advances in Neural Information Processing Systems"
"7182","Spatial, temporal and semantic contextualization of citizen participation","Russo, D., Zou, J.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85047876931&partnerID=40&md5=a1a6e7f44b1b4374a7f160f0880e1ff2","Proceedings of the 19th International Conference on Artificial Intelligence and Statistics, AISTATS 2016"
"7183","Enhancing situation awareness of public safety events by visualizing topic evolution using social media","Yang, J., Zhong, Z., Jia, G., Li, Y.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84966340483&partnerID=40&md5=4019ad2d441f31d9615a0e318a7e8489","Journal of Electrical and Computer Engineering"
"7184","Goodness-of-fit test for nonparametric regression models: Smoothing spline ANOVA models as example","Tolstikhin, I., Sriperumbudur, B.K., Schölkopf, B.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85019172607&partnerID=40&md5=e846a6e410602003ac3356c994abdb9c","Advances in Neural Information Processing Systems"
"7185","Identifying irregularities in security event logs through an object-based Chi-squared test of independence","Michoski, C., Dawson, C., Kubatko, E.J., Wirasaet, D., Brus, S., Westerink, J.J.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84953637791&partnerID=40&md5=214849bfe17a6369524453408f8a38b7","Journal of Scientific Computing"
"7186","Biomorpher: Interactive evolution for parametric design","Lohk, A., Fellbaum, C.D., Võhandu, L.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84962909951&partnerID=40&md5=a07aa4b340148468b50196b9533a094f","Proceedings of the 8th Global WordNet Conference, GWC 2016"
"7187","Algebraic dependencies and PSPACE algorithms in approximative complexity","Zhu, M., Liu, S., Jiang, J.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84953358389&partnerID=40&md5=eab9d874657419ec67f16a76d8b578e0","Applied Intelligence"
"7188","Statistical verification of process model conformance to execution log considering model abstraction","Işik, Ş., Özkan, K.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84974696017&partnerID=40&md5=6280bee4dc6c66b628cd8f517afcc8be","Turkish Journal of Electrical Engineering and Computer Sciences"
"7189","Test Case Prioritization Technique Based on Error Probability and Severity of UML Models","Stiawan, D., Idris, M.Y., Abdullah, A.H., AlQurashi, M., Budiarto, R.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84953327153&partnerID=40&md5=f73ab92b7afa4d07768c7d74f49c511b","International Journal of Network Security"
"7190","Radial Hahn Moment Invariants for 2D and 3D Image Recognition","Žalik, K.R.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85015939396&partnerID=40&md5=acf7a80f0a504508ff4f4c877b4a1132","Proceedings of the 14th IASTED International Conference on Software Engineering, SE 2016"
"7191","Discovering optimal features using static analysis and a genetic search based method for Android malware detection","Cañizares, P.C., Merayo, M.G., Núñez, A.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84978499794&partnerID=40&md5=6558793885918f38bbf798066f5dfc6c","Procedia Computer Science"
"7192","Capturing correlation changes by applying kernel change point detection on the running correlations","Spichkova, M., Zamansky, A.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84979517904&partnerID=40&md5=fecbfbabe228dce850885d02212dcfa5","ENASE 2016 - Proceedings of the 11th International Conference on Evaluation of Novel Software Approaches to Software Engineering"
"7193","Generating Combinatorial Test Suite with Spark Based Parallel Approach | 基于Spark的并行化组合测试用例集生成方法","Soula, H.A.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85087102953&partnerID=40&md5=c06fb029cf281a126a6f8a570a4533e1","Proceedings of the Artificial Life Conference 2016, ALIFE 2016"
"7194","Improved pairwise test suites for non-prime-power orders","Panda, A., Rummer, P., Goveas, N.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85019179747&partnerID=40&md5=a28d73cd3870deb09cbe8534e6c1f6c2","2016 4th International Conference on Parallel, Distributed and Grid Computing, PDGC 2016"
"7195","Bayes-TDG: Effective test data generation using Bayesian belief network: Toward failure-detection effectiveness and maximum coverage","Cepheli, Ö., Büyükçorak, S., Karabulut Kurt, G.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84965126842&partnerID=40&md5=423dea1398c245e43233f9c66fe46e26","Journal of Electrical and Computer Engineering"
"7196","The influence of cyclomatic complexity distribution on the understandability of xtUML models","Li, Y., Sun, Z.-A., Fang, J.-Y.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85002489754&partnerID=40&md5=4262e72d644b76a3b0497b7d8438476f","Journal of Computing and Information Technology"
"7197","Pesto: Automated migration of DOM-based Web tests towards the visual approach","Giovanella, F.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85009423942&partnerID=40&md5=039bdc6d8ef9cb3cfa163478dba42a8e","First Monday"
"7198","Are tweets useful in the bug fixing process? An empirical study on Firefox and Chrome","Triberti, S., Gaggioli, A., Riva, G.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84977111658&partnerID=40&md5=7f65bddff26fed171a78ff94a28db940","Annual Review of CyberTherapy and Telemedicine"
"7199","Decision Maker Priority Index and Degree of Vagueness Coupled Decision Making Method: A Synergistic Approach","Yavuz, A.H.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85008439788&partnerID=40&md5=d54953076bdc267289d068f6fcd535d9","Turkish Journal of Electrical Engineering and Computer Sciences"
"7200","EEG indices correlate with sustained attention performance in patients affected by diffuse axonal injury","Yao, H., Deng, H., Zou, C.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85026999283&partnerID=40&md5=2a74426af8601e4eb335cc1499feab54","International Journal of Grid and Distributed Computing"
"7201","Quantile autocovariances: A powerful tool for hard and soft partitional clustering of time series","Wu, J., Wan, Y., Qu, W., Ji, C., Li, Y., Xiao, P., Sun, J.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85015192631&partnerID=40&md5=ed9901395271486b40c5d78e5ca9187c","Proceedings - 15th IEEE International Conference on Trust, Security and Privacy in Computing and Communications, 10th IEEE International Conference on Big Data Science and Engineering and 14th IEEE International Symposium on Parallel and Distributed Processing with Applications, IEEE TrustCom/BigDataSE/ISPA 2016"
"7202","Empirical evaluation of approximation algorithms for generalized graph coloring and uniform Quasi-Wideness","Klai, S., Zimmermann, A., Khadir, M.T.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84982118659&partnerID=40&md5=1a37e11b884d5ee69ae9faf120533052","International Journal of Metadata, Semantics and Ontologies"
"7203","Multiobjective Testing Resource Allocation under Uncertainty","Mori, U., Mendiburu, A., Lozano, J.A.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84961671993&partnerID=40&md5=d1a6d4291785e7d6cc0e76dbce1f3337","IEEE Transactions on Knowledge and Data Engineering"
"7204","Visual Complexity and Its Effects on Referring Expression Generation","Nguyen, H.-V., Mandros, P., Vreeken, J.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84991672319&partnerID=40&md5=f71c02983d7f591742d4080ac3028f7f","16th SIAM International Conference on Data Mining 2016, SDM 2016"
"7205","Tracks from hell - When finding a proof may be easier than checking it","Maravić Čisar, S., Čisar, P., Pinter, R.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84945143801&partnerID=40&md5=84bbaea0bf31ff062f9002c316141ee4","Computers and Education"
"7206","Structural and Algorithmic Properties of 2-Community Structures","Wood, L.J., Lehmann, H., Dautenhahn, K., Robins, B., Rainer, A., Syrdal, D.S.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85015656109&partnerID=40&md5=9807dd760c6cf1ca711e3a5798de9c1d","Interaction Studies"
"7207","On the complexity of two dots for narrow boards and few colors","Liu, K.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84994765439&partnerID=40&md5=60c073571d3db5736406fae440891db1","Automatic Control and Computer Sciences"
"7208","Coordinated motion planning: Reconfiguring a swarm of labeled robots with bounded stretch","Aides, A., Aronowitz, H.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84994234401&partnerID=40&md5=570dfacb251e6b0f77e5188f5742bd4e","Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH"
"7209","Memetic graph clustering","Lin, D., Yao, Y., Labeau, F., Tang, Y., Vasilakos, A.V.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84960982166&partnerID=40&md5=71e89f9f67c4f699be4e78f4463d5391","Mobile Information Systems"
"7210","Disjoint Community Detection in Networks Based on the Relative Association of Members","Choudhury, A., Maszczyk, T., Math, C.B., Li, H., Dauwels, J.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84978517771&partnerID=40&md5=4f53ab197f4e1a30b2518bf856b9d7bf","Procedia Computer Science"
"7211","Cluster-based test scheduling strategies using semantic relationships between test specifications","Jain, R., Sharma, A.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85006511827&partnerID=40&md5=03f7cc506572126e55f94e981900a3d0","International Journal of Control Theory and Applications"
"7212","Towards a functional requirements prioritization with early mutation testing","Rava, M., Wan-Kadir, W.M.N.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84957622928&partnerID=40&md5=af4ea8f2144f4eb1548c030cbe466b96","International Journal of Software Engineering and its Applications"
"7213","A case study of interactive development of passive tests","Hirzel, M., Brachthäuser, J.I., Klaeren, H.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85021817292&partnerID=40&md5=330bfa08fde9958b671e1ceda091fc6a","ACM International Conference Proceeding Series"
"7214","Information technology controlled greenhouse: A system architecture","Sbordone, D.A., Martirano, L., Falvo, M.C., Chiavaroli, L., Di Pietra, B., Bertini, I., Genovese, A.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84949623205&partnerID=40&md5=96f170a9957e439d2cafb985cfdff8e9","Journal of Network and Computer Applications"
"7215","Collective I/O Performance on the Santos Dumont Supercomputer","Atzori, M., Cognolato, M., Müller, H.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84993945200&partnerID=40&md5=98bbae88d4fbd78ac9a52ba65de7a6e0","Frontiers in Neurorobotics"
"7216","Improving Fitness Function for Language Fuzzing with PCFG Model","Yavuz, H.S., Çevikalp, H., Edizkan, R.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84950290896&partnerID=40&md5=4dbf37714eb11d7df8c4cb539c5f7495","Turkish Journal of Electrical Engineering and Computer Sciences"
"7217","Generating Realistic Logically Unreasonable Faulty Data for Fault Injection","Shan, H., Zhang, J., Kruger, U.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84990934026&partnerID=40&md5=00b2768478cd3ea3cfefd793fe30fbc0","IEEE Transactions on Cybernetics"
"7218","DevOps Improvements for Reduced Cycle Times with Integrated Test Optimizations for Continuous Integration","Kusano, G., Fukumizu, K., Hiraoka, Y.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84998887189&partnerID=40&md5=be01697c32f4f21fff1325cb31e8d1c3","33rd International Conference on Machine Learning, ICML 2016"
"7219","Search-Based Efficient Automated Program Repair Using Mutation and Fault Localization","Jia, J., Xiao, X., Liu, B.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84971393059&partnerID=40&md5=bd0047c5138d9faa9dc4a14750b86e8e","Journal of Laboratory Automation"
"7220","Rethinking ranging of unmodified BLE peripherals in smart city infrastructure","Ghassemi, F., Mousavi, M.R.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84961859496&partnerID=40&md5=6963f16aa15765140b70ec78ae276a5f","Journal of Logical and Algebraic Methods in Programming"
"7221","Identification of drug-target interaction by a random walk with restart method on an interactome network","Bansal, P., Sabharwal, S., Mittal, N., Arora, S.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84994045126&partnerID=40&md5=47c196000b0155df7b4e4bca442957f5","E-Informatica Software Engineering Journal"
"7222","An improved Wolf search algorithm introduced by Nelder-Mead operator","Salvatori, L., Marcantoni, F.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85009872805&partnerID=40&md5=9f000b4bc559eb2093dbf216789b3bb2","International Journal of Electronic Commerce Studies"
"7223","Implementation of agile methodology based on SCRUM tool","Stawicki, P., Gembler, F., Volosyak, I.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84982162222&partnerID=40&md5=ca61092f291e67b939fc2e88c19cdfd4","Computational Intelligence and Neuroscience"
"7224","Predicting drug-disease associations by using similarity constrained matrix factorization","Hamzé, N., Peterlík, I., Cotin, S., Essert, C.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84951749729&partnerID=40&md5=82a98a189637dbcb050d1925fc81f2b2","Computerized Medical Imaging and Graphics"
"7225","An advanced automated approach for community mining in signed social networks","Silva, L.A.E., Siqueira, M.F., Pinto, F.D.S., Barros, F.S.M., Zimbrão, G., Souza, J.M.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84944104758&partnerID=40&md5=049380ba4174fb787af7f2f14a20ac96","Expert Systems with Applications"
"7226","A review of community detection algorithms in signed social networks","Abubakar, A., Chiroma, H., Khan, A., Mohamed, E.E.E.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85006822775&partnerID=40&md5=b831f526b0ad7a0e2bf2197471de7bae","International Review on Computers and Software"
"7227","Testing conditional independence of discrete distributions","Dongiovanni, D., Vaina, L.M.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84987739852&partnerID=40&md5=3be53b304130f23582e03ac4bf615826","Computational Intelligence and Neuroscience"
"7228","Distributed detection in serial and parallel configurations of wireless sensor networks","Fayaz, S.K., Yu, T., Tobioka, Y., Chaki, S., Sekar, V.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85077063373&partnerID=40&md5=d4e6aa17b1626db1fd20b4e79ef7329e","Proceedings of the 13th USENIX Symposium on Networked Systems Design and Implementation, NSDI 2016"
"7229","AirSim-W: A simulation environment for wildlife conservation with UAVs","Santhanam, G.R.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84949921376&partnerID=40&md5=c5b0935ab3ef66a5c3f1a5f35963dd06","Journal of Systems and Software"
"7230","The effect of software programmers' personality on programming performance","Fellnhofer, K.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84971015110&partnerID=40&md5=2b38f5cbfa67f9a46fed73ca5f6e5b21","International Journal of Technology Enhanced Learning"
"7231","HM<sup>3</sup>alD: Polymorphic malware detection using program behavior-aware hidden Markov model","Eisl, J., Grimmer, M., Simon, D., Würthinger, T., Mössenböck, H.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85021838906&partnerID=40&md5=9f62bbd88ddbec1093dddc47a20306e0","ACM International Conference Proceeding Series"
"7232","Intelligent analysis of economic parameters of European countries","Hamann, L., Gogolla, M., Desai, N.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85009350796&partnerID=40&md5=8e500b95dab4715a230feea4313d4c6b","CEUR Workshop Proceedings"
"7233","Analysing privacy-type properties in cryptographic protocols","Tao, C., Gao, J.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84988358022&partnerID=40&md5=d770d31a000c849cbe7c9d3c3a391158","Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE"
"7234","Distance correlation between plaintext and hash data by genetic algorithm","Man, K.L., Lei, C.-U., Kapoor, H.K., Krilavičius, T., Ma, J., Zhang, N.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84974808858&partnerID=40&md5=6f7e45d76c65340c48a4f783ccf5ae2e","Computing and Informatics"
"7235","A characteristic study of parameterized unit tests in .NET open source projects","Stergiopoulos, G., Katsaros, P., Gritzalis, D., Apostolopoulos, T.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85003848807&partnerID=40&md5=6b4b2a286f3aace44add1eb004fe821d","ICETE 2016 - Proceedings of the 13th International Joint Conference on e-Business and Telecommunications"
"7236","Towards cognitive support for unit testing: A qualitative study with practitioners","Alrabaee, S., Wang, L., Debbabi, M.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85068713839&partnerID=40&md5=0e3312dc6a84cd92c9a053aa1dc87c86","DFRWS 2016 USA - Proceedings of the 16th Annual USA Digital Forensics Research Conference"
"7237","First-order interpretations of bounded expansion classes","AbouEisha, H., Jopek, K., Medygrał, B., Moshkov, M., Nosek, S., Paszyńska, A., Paszyński, M., Pingali, K.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84978518609&partnerID=40&md5=0d3b9913943314d03f5ad3cb26ccaa32","Procedia Computer Science"
"7238","Reducing CMSO model checking to highly connected graphs","Bennama, M., Bouabana-Tebibel, T.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85011317542&partnerID=40&md5=c879916a0c665b7600dcbbf19f81bf2e","International Journal of Critical Computer-Based Systems"
"7239","CAMeOnto: Context awareness meta ontology modeling","Borg, A., Boldt, M.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84958915655&partnerID=40&md5=da971f6046a20cd01826f412113ea1d2","International Journal of Information Technology and Decision Making"
"7240","Image-Based Approach to Determining Regression Test Results of Dynamic Web Applications","Xiao, Y., Cao, S., Cao, Z., Wang, F., Lin, F., Wu, J., Bi, H.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85015253742&partnerID=40&md5=c9f54b41d0045412963b26cec46bc907","Proceedings - 15th IEEE International Conference on Trust, Security and Privacy in Computing and Communications, 10th IEEE International Conference on Big Data Science and Engineering and 14th IEEE International Symposium on Parallel and Distributed Processing with Applications, IEEE TrustCom/BigDataSE/ISPA 2016"
"7241","A data fusion approach for real-time traffic state estimation in urban signalized links","Siragusa, G.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84992609416&partnerID=40&md5=a9c09d105494b6eba9c0ec21a8bec8ad","CEUR Workshop Proceedings"
"7242","Model-based mutant equivalence detection using automata language equivalence and simulations","Perozzi, B., Akoglu, L.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84984956995&partnerID=40&md5=6d1ae6547dde09cbc5cc9b240206b62a","16th SIAM International Conference on Data Mining 2016, SDM 2016"
"7243","Statistical testing and power analysis for brain-wide association study","Martínez-González, B., Pardo, J.M., San-Segundo, R., Montero, J.M.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85050469188&partnerID=40&md5=bd5a8bdb5c2799c195b5d91ef9054d06","Odyssey 2016: Speaker and Language Recognition Workshop"
"7244","Learning to accelerate symbolic execution via code transformation","Ruggeri, A., Boella, G.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84992554876&partnerID=40&md5=5de55c458d08958ddec09f6645e9351e","CEUR Workshop Proceedings"
"7245","A similarity-based approach to leverage multi-cohort medical data on the diagnosis and prognosis of Alzheimer's disease","Veldt, N., Gleich, D.F., Mahoney, M.W.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84999035181&partnerID=40&md5=8d1e059039bcce9725912af55067ab6d","33rd International Conference on Machine Learning, ICML 2016"
"7246","New two-dimensional allotrope of single layer IV-V semiconductor XBi (X = Si, Ge, Sn)","Kay, J.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85072267408&partnerID=40&md5=17535967011ebf12ed5c1e362eb17f18","Proceedings of the 9th International Conference on Educational Data Mining, EDM 2016"
"7247","Analysis of Interrupt Behavior Based on Probabilistic Model Checking","Ávila, B.T., Lins, R.D.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84964669819&partnerID=40&md5=21ede28b747b2dcdb7a50f2f267fff4d","ACM Transactions on the Web"
"7248","The essential factors that improve organization to be digital enterprise in Thailand 4.0","Pandey, S.C., Nandi, G.C.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84952982366&partnerID=40&md5=353339ac10e8edf36bc2f7fc1dc9b020","Soft Computing"
"7249","ThaiFBDeep: A Sentimental Analysis Using Deep Learning Combined with Bag-of-Words Features on Thai Facebook Data","Hadian Jazi, H., Ghorbani, A.A.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85019251107&partnerID=40&md5=f1a031ae7d11bd499b31167a668ebd3e","2016 14th Annual Conference on Privacy, Security and Trust, PST 2016"
"7250","The speaker-independent lipreading play-off; A survey of lipreading machines","Kaur, S., Singh, S., Kaushal, S., Sangaiah, A.K.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85020178958&partnerID=40&md5=55f136b8dc72ef1426a5790a8532fc8a","Neural Network World"
"7251","Rao-Test Fusion Rules of Uncensored Decisions Transmitted over a Collision Channel","He, T., Li, P., Hu, X., Shen, X., Wang, Y., Zhao, J.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84948800088&partnerID=40&md5=548f1c374e406494ca83d2f352b8991e","International Journal of Data Mining and Bioinformatics"
"7252","Determination of Credit Decision Attributes Using Maximal Information Coefficient","Taha, K.H.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85040249706&partnerID=40&md5=8447c1ae9a7c69462334fb5a2f397a4a","Proceedings of the International Conferences on ICT, Society, and Human Beings 2016, Web Based Communities and Social Media 2016, Big Data Analytics, Data Mining and Computational Intelligence 2016 and Theory and Practice in Modern Computing 2016 - Part of the Multi Conference on Computer Science and Information Systems 2016"
"7253","Effects of Web Issue-Quest Approaches with Different Prompting Strategies on Students' Learning Performance in a Natural Science Course","Eriksson, M.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84982899633&partnerID=40&md5=3994ba3c0308bd991cec516029b184d8","First Monday"
"7254","Breaking Service Function Chains with Khaleesi","Platanios, E.A., Dubey, A., Mitchell, T.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84998567550&partnerID=40&md5=889f43771989e04b32edb3f9c464631d","33rd International Conference on Machine Learning, ICML 2016"
"7255","Large-Scale Evaluation of the Efficiency of Runtime-Verification Tools in the Wild","Guadarrama, S., Rodner, E., Saenko, K., Darrell, T.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84953336486&partnerID=40&md5=6f88431435459d4cd6260a91983c297a","International Journal of Robotics Research"
"7256","Scalable Verification Framework for C Program","Forcada, M.L., Esplà-Gomis, M., Pérez-Ortiz, J.A.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85000963110&partnerID=40&md5=bdbae3fc55fa8e3aa3edb341bd81f20d","Proceedings of the 19th Annual Conference of the European Association for Machine Translation, EAMT 2016"
"7257","Community Detection Metrics and Algorithms in Social Networks","Zhang, H., Li, D.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85008881232&partnerID=40&md5=3d7caf3ab3bae7a14fdb7ce727be5aa0","International Journal of Simulation: Systems, Science and Technology"
"7258","Density Peak Clustering algorithm using knowledge learning-based fruit fly optimization","McKenna, S., Butler, M.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84979715898&partnerID=40&md5=8426a51daf3576e195ac1afba16725d7","International Journal of Biometrics"
"7259","Photogrammetric debitage analysis: Measuring Māori toolmaking evidence","Medjahed, S.A., Saadi, T.A., Benyettou, A., Ouali, M.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85007556898&partnerID=40&md5=e7ebe1e10232d36e965389bfaec26c93","Journal of Computing and Information Technology"
"7260","Alternatives for the generation of triangle meshes to represent bone fragments","Yoon, S.-H., Kim, S.-W., Park, S.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84943806579&partnerID=40&md5=ad0642360506deaab12deb13e47bfce3","Information Sciences"
"7261","The secondary software faults number evaluation based on correction of the experimental data exponential line approximation","Loe, C.W., Jensen, H.J.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84979085274&partnerID=40&md5=05e512261e2e66685ddb43ec98a2b90f","Journal of Complex Networks"
"7262","Data storage in smart grid systems","Prat-Pérez, A., Dominguez-Sal, D., Brunat, J.-M., Larriba-Pey, J.-L.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-85028414408&partnerID=40&md5=13cc8720c39c009d9fe3eab7a38cc92a","ACM Transactions on Knowledge Discovery from Data"
"7263","Parameterized circuit complexity of model-checking on sparse structures","Zhao, X., Bennell, J.A., Bektaş, T., Dowsland, K.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84946036641&partnerID=40&md5=a16fafadcd7aedb472f88a3ac4e5c05c","International Transactions in Operational Research"
"7264","On the number of types in sparse graphs","Nguyen, Q.V., Madeyski, L.","2016","https://www.scopus.com/inward/record.url?eid=2-s2.0-84958041696&partnerID=40&md5=4ab1ba632b8f513ec8174ab0bbbec297","Cybernetics and Systems"
